股票名字;日期;<1万买;<1万卖;1万~2万买;1万~2万卖;2万~3万买;2万~3万卖;3万~4万买;3万~4万卖;4万~5万买;4万~5万卖;5万~6万买;5万~6万卖;6万~7万买;6万~7万卖;7万~8万买;7万~8万卖;8万~9万买;8万~9万卖;9万~10万买;9万~10万卖;10万~20万买;10万~20万卖;20万~30万买;20万~30万卖;30万~40万买;30万~40万卖;40万~50万买;40万~50万卖;50万~60万买;50万~60万卖;60万~70万买;60万~70万卖;70万~80万买;70万~80万卖;80万~90万买;80万~90万卖;90万~100万买;90万~100万卖;>100万买;>100万卖
300303.SZ;20160304;16568298;31093521;2848378;7349479;1780794;1148200;200400;659800;0;292200;0;635400;0;0;0;0;536994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160307;21259193;20889038;4726829;2695431;873446;1123563;810000;212800;0;0;371700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160308;31650051;21251744;4832364;3332813;1667195;454360;210000;201600;280000;280000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160309;17484418;17652628;2785881;2935653;976675;802116;210000;936761;0;623700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160310;12601001;16778468;2017113;1677158;1352400;622454;954576;210000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160311;9179696;9923736;1503600;1541369;318500;1181914;0;540617;0;0;0;0;420000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160314;36556982;22401372;6636469;4043956;2733080;1529213;420000;277900;940653;292600;734146;0;0;0;0;0;593600;0;0;0;1400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160315;17038574;32479055;2557849;8336048;568358;3457650;712327;722246;1184400;0;0;350000;0;0;0;0;0;0;0;0;0;748300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160316;13054741;18557777;2062067;2715006;874300;701400;0;210000;0;324800;0;0;0;0;0;0;0;0;0;0;0;700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160317;32809651;17856699;5621847;3012961;1509200;1508269;864500;868700;0;0;0;350658;0;0;0;490000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160318;36029700;28796320;6380430;6371897;2946146;2139501;1366400;1369900;904400;0;0;0;420000;0;522200;0;564032;560000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160321;37947899;34762591;8267776;7670221;3300752;3019825;950500;1432900;307300;614400;0;350000;0;0;490000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160322;31442862;27294483;6484981;4658060;2587600;2479176;1352435;1015623;0;670600;368200;392700;0;478443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160323;23194967;22066322;4516271;3375093;303200;977017;1297300;286400;394400;0;350000;0;0;0;0;0;0;0;0;0;746200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160324;20935369;27764786;3543393;6322547;870800;2202599;728700;1173858;301700;280000;0;0;0;452200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160325;14997283;14852642;1759772;1580831;746872;858900;439600;210000;0;626990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
